X,Y,sitename,featurelocation,objectid
434075.7822,388106.684800001,ADDY CLOSE,cul de sac,451
433019.2683,385525.873600001,ROACH ROAD,jct Hunter House Road,452
427026.3291,397643.314999999,SPINK HALL LANE,outside 17,453
433136.9006,388465.862,GREENHOW STREET,o/s 114,455
432275.5225,391286.694499999,EASTWOOD,opp 20,456
436135.7282,386088.9124,PARK GRANGE CROFT,Jct Park Grange Road,457
428585.8,397871.499700001,CARR ROAD,Hillcrest Road Jn.,461
430883.5583,379719.265699999,SUNNYVALE ROAD,o/s School (bottom of drive),462
429858.3427,385967.347200001,WINCHESTER CRESCENT,Outside No. 59 Winchester Crescent [jcn Winchester Rd],463
434511.6161,393316.533500001,YEW GREAVE CRESCENT,outside 45,464
428257.7125,397660.640000001,ST MARTIN CLOSE,opp 11,465
435896.7781,392973.1218,TUNWELL AVENUE,jct Knowle Road,467
435340.5828,389030.860300001,WOOD FOLD,opp 18,468
434636.6689,384273.1721,MILLMOUNT ROAD,jct Chesterfield Road,469
432007.4921,387035.441500001,SANDYGATE ROAD,Opp benty lane o/s Shops,470
439644.381,388138.705600001,CATLEY ROAD,Opp L/col 11,471
430611.1415,392513.7733,BOGGARD LANE,Approximately 100m up Boggard Lane on left hand side.,472
435075.4711,387762.5933,FURNACE HILL,jct Scotland Street,473
433518.7706,389005.137599999,GROUSE CROFT,junction with Grouse Street at side of house No 40,474
438384.8737,384067.421,RIDGEWAY ROAD,Outside Graves Trust Homes Nr Shops,477
433292.8229,383063.748299999,ABBEYDALE ROAD SOUTH,Ranulph Court - in car park,478
427531.8998,395334.2459,BANK SIDE,Opp Bank House,479
428397.7384,397803.7291,HELLIWELL CROFT,junction Helliwell Lane,480
433069.6868,388659.136700001,HEAVYGATE ROAD,o/s 339 Heavygate Road,481
426471.453,397829.3617,WHITWELL LANE,Opposite No 46,482
432799.4962,388022.239,LOXLEY VIEW ROAD,outside 43,483
432007.0716,385397.610300001,HIGH STORRS ROAD,jct Greystones Rd,484
430935.832,389177.658199999,HIGH MATLOCK ROAD,o/s 64,485
431010.2272,379836.532099999,MAIN AVENUE,Jct Baslow Rd,486
435187.909,390898.275699999,RAISEN HALL ROAD,jct Raisen Hall Place,488
432020.8573,384210.180199999,HAUGH LANE,Opp jct Hoober Road,489
433681.9568,387974.8925,SYDNEY ROAD,opp 45,491
427113.5206,396735.8847,YEW TREES LANE,junc sunny bank road,494
440402.9101,385159.408500001,SMELTER WOOD DRIVE,opp 13,495
434334.1329,383195.7006,FRASER ROAD,Opp Jct Holmhirst Drive,496
431790.6635,388508.899700001,ROSCOE BANK,Close to junction of Stannington Road,497
425672.5066,398830.075300001,CHURCHILL ROAD,jct Winston Avenue,498
436348.0798,384523.940400001,GRINDLOW CLOSE,Grindlow Close opposite 2-28,499
443620.7266,382120.5283,CARLEY DRIVE,Adj Carley House,500
436634.0597,385488.624199999,SAMUEL ROAD,Jct Samuel Place,501
434264.759,387820.296800001,ST STEPHEN'S ROAD,Opp no 1,502
434045.0611,390789.4769,SCRAITH WOOD DRIVE,Adj 113,503
430024.6538,385936.0362,BARNCLIFFE GLEN,opp 5,504
441111.0372,389039.8177,EUROPA LINK,Jct Europa Court,505
435365.5818,384181.5584,BURNSIDE AVENUE,Outside 20 (top of c.d.s),506
443657.1615,383919.8533,WOODHOUSE AVENUE,Jct Robin Lane,507
434718.5506,383936.9484,MEERSBROOK AVENUE,very top of road - adj No. 84,508
436542.251,389405.8729,TORBAY ROAD,O/S 24,509
435142.0335,387525.3212,HAWLEY STREET,opp 47-57,512
433687.6377,397463.8563,SHERINGHAM CLOSE,opposite 1,513
430416.7312,384963.034700001,BROOKHOUSE HILL,Nr Entrance to Playground,514
439029.7612,388521.006200001,BASFORD CLOSE,in bin area adjacent to number 1,515
433172.5027,388350.2951,FIR STREET,jct Bank House Road,516
441882.3297,385829.8366,BEAVER AVENUE,Jct Beaver Hill Road,517
431606.7491,386286.695800001,CHAPEL CLOSE,opp 2A,518
433206.0684,393866.636,MAIN STREET,opp 87 (o/s community centre),520
438292.0426,391949.3849,STANWELL STREET,side of 2 Stanwell Close,521
431960.1572,388456.7246,HOLLINS DRIVE,o/s 35,523
437017.9498,391293.002699999,FIRTH PARK CRESCENT,outside 60,525
433671.1475,393844.372400001,GRENOBANK ROAD,jct Grenfolds Road,526
432564.1491,387530.799699999,TRUSWELL AVENUE,o/s no1,527
433676.1688,391122.001700001,BINSTED GLADE,Jct Binstead Way,528
434289.1314,388169.706800001,OXFORD STREET,Opp Shipton Street,529
429876.6715,385430.7108,BROOKLANDS CRESCENT,o/s 142,530
434459.4826,390934.6853,GALSWORTHY ROAD,o/s 8,531
437383.7337,390011.7195,EARL MARSHAL ROAD,jct Grimesthorpe Road,533
427544.4735,398110.3413,BOCKING HILL,corner of Wheatacre Road,534
431997.0868,381505.374399999,RYECROFT GLEN ROAD,off Dore Road opp Ryecroft Court,535
426943.4168,398417.723300001,JOHNSON STREET,Jct Edward Street,536
429602.0285,379877.090500001,MOSS ROAD,Halfway up the hill on the left hand side,537
433256.0994,388733.555400001,FREEDOM ROAD,Nr steep section at top of road,538
433114.6719,389061.3016,WALKLEY BANK CLOSE,o/s 23,539
442139.5673,383736.0659,RAINBOW AVENUE,Jct Rainbow Drive,540
435580.4234,380674.3223,WHINACRE CLOSE,jct Batemoor Road,541
435006.262,388029.4669,EBENEZER STREET,"Ebenezer Street, corner of Acorn Street",542
430430.5417,385431.8605,CHORLEY ROAD,Jct Chorley Place,543
439317.9013,384418.490499999,MANSFIELD ROAD,1st at jct Hollinsend Road,544
435848.6434,389314.2092,HOLTWOOD ROAD,Top - o/s 19,545
434777.7337,393379.465500001,COPPIN SQUARE,junction Yew Lane,546
428625.5,397491.4485,TOWNEND LANE,opp 26,547
431894.576,380875.8346,ABBEYDALE PARK RISE,jct Abbeydale Park Crescent (adjacent post box),548
432940.8413,388110.423699999,NORTHFIELD ROAD,opp 139 in grounds of police station,549
433008.3518,390041.790899999,LEADER ROAD,o/s Park View Lodge - sheltered housing,550
428085.399,398221.589500001,NEW STREET,Opposite no 5,551
430019.7893,386365.2433,HALLAM GRANGE RISE,o/s YEDL sub-station (betw 101-103),553
441047.4018,385115.3211,CARDWELL AVENUE,Adj no35,554
430749.3782,391928.6808,GRANGE FARM DRIVE,end of cul-de-sac,555
433054.3098,393477.057600001,CROSS HOUSE ROAD,Jct Skew Hill Lane,556
436970.9694,385476.0678,GUILDFORD AVENUE,opp 14 near Jct Park Grange Road,558
433266.8262,384160.5944,MONTROSE ROAD,jct Carterknowle Road - near shops,559
431983.0537,384877.948999999,HIGH STORRS CLOSE,Above 2 on corner,560
443507.052,382697.8531,BECKTON AVENUE,off Eckington Way - on footpath below parking area at side of 25,561
434120.5528,381802.6393,WESTWICK ROAD,outside 11,562
439678.7959,385839.7037,WAINWRIGHT AVENUE,o/s 57,563
431820.3622,385127.137700001,HIGHCLIFFE DRIVE,outside 58,564
439124.1671,385239.625499999,LOWBURN ROAD,Corner of Lowburn and Chadwick Road,565
432398.4894,386833.689200001,TAPTON HILL ROAD,Nr Car Park to flats behind church,566
435626.2329,396173.3258,COWLEY LANE,Outside flats at Cowley Court,568
434812.7669,396587.1873,SHERBURN GATE,Yoredale Avenue,569
434783.3486,387602.539100001,SOLLY STREET,Garden Street jct,570
437005.3266,384960.0055,BERNERS ROAD,O/S 12,571
432193.3193,380203.1172,LONGFORD CRESCENT,o/s 2,572
433119.9817,388959.6307,LISTER ROAD,Jct Walkley Bank Road,573
433568.7439,382832.9144,HUTCLIFFE DRIVE,jct Hutcliffe Wood Road,574
440307.9765,384963.3146,STRADBROKE ROAD,side of garages at flats 154-158,575
435192.5427,396916.8029,BRIDGE INN ROAD,junction Bridle Close,577
434518.4512,383451.907199999,CARTMELL ROAD,junction Firbeck Road,579
427880.1217,398219.010199999,HAYWOOD AVENUE,30 yards from New Road,580
434276.0629,382961.137700001,HOLMHIRST WAY,Jct Holmhirst Drive - near Garages,582
432607.2461,384862.2335,TULLIBARDINE ROAD,o/s 200/202,583
435566.7283,384656.3025,SHIREBROOK ROAD,Jct Kent Road,584
440120.3107,386273.9394,RICHMOND PARK DRIVE,Opp jct Richmond Park Close,585
437909.0183,391323.534,NEWMAN ROAD,Jct Jenkin Road,586
436767.2175,390450.9538,IDSWORTH ROAD,o/s the old cinema,587
437751.5128,391476.440199999,JEPSON ROAD,Corner Jepson Road/Opposite 44 Monckton Road,588
438081.6369,382876.7119,KEW CRESCENT,jct Adastral Avenue,589
433692.3786,393745.250800001,GRENFOLDS ROAD,opposite 31 junction Nightingale Road outside 30,591
438351.8522,383186.623199999,WHITE LANE,Jct Smithfield Road,593
437103.5417,383095.2093,IRONSIDE PLACE,End of Cul-de-sac,594
435807.2615,393593.224300001,DEARDEN COURT,o/s no 11,595
429039.097,383529.225099999,SHEEPHILL ROAD,nr Houndkirk Road,596
431188.5761,379921.8577,BASLOW ROAD,opp 184  o/s flats,597
434573.2397,397361.0858,IRONSTONE DRIVE,Ironstone Crescent - Side of 62 Ironstone Crescent,598
441505.1181,382933.375700001,BROADLANDS RISE,"opp 4, side of lamp",599
433745.2294,381728.6205,COCKSHUTT ROAD,jct Crawshaw Avenue/Grove,600
435612.5791,384833.2118,CAMBRIDGE ROAD,o/s Cambridge Court,601
435796.7903,384925.745300001,HEELEY GREEN,Adj no31,602
434249.2665,383097.378699999,HOLMHIRST ROAD,jct Holmhirst Drive,603
436875.236,382587.4847,MAWFA AVENUE,outside doctors surgery,605
440186.1969,386454.727700001,RICHMOND PARK AVENUE,jct Richmond Park Road,606
432193.847,390849.129799999,PRESCOTT ROAD,OPP 1,608
435343.1717,387700.0812,SILVER STREET,Jct Paradise Street,609
435062.3779,383713.452400001,CLIFFEFIELD ROAD,"Top of road, jct with Norton Lees Lane",610
436252.3134,390035.5527,FIR VALE PLACE,side 43,611
432026.4722,382543.937100001,WHIRLOW PARK ROAD,o/s 6-6a,612
433480.6289,388023.548599999,HEAVYGATE ROAD,bottom - 150 yds below Joseph Road,615
435998.0769,384549.2631,CAT LANE,jct Northcote Avenue,616
432200.6162,389585.9814,WISEWOOD ROAD,Adj no60,617
435147.8875,383797.248400001,ANGERFORD AVENUE,opp church,618
431660.7873,390488.3331,ALDENE AVENUE,near Aldene Glade,619
435821.6986,383656.148800001,THORPE HOUSE RISE,between Nos 154-113,620
433454.4179,393441.477700001,SALT BOX LANE,Just below Jct Salt Box Grove,621
430732.5088,386748.853499999,SANDYGATE GROVE,opposite car parking area,622
436107.5713,386163.0112,NORFOLK PARK DRIVE,Top of cul de sac,623
431591.7184,385588.275699999,CARR BANK LANE,Adj no2 Carr Bank Close,624
436202.7111,395581.6351,COWLEY LANE,50m West of opp Jct Nether Lane,625
432933.0662,390291.919299999,DOROTHY ROAD,junction with Dixon Road,626
426903.2633,393028.466,BROWN HOUSE LANE,opposite The Brown House,627
426113.3205,398355.891000001,MOORLAND DRIVE,O/S Community Centre Opp Jcn Woolley Rd,628
431997.7959,382937.614399999,PETWORTH DRIVE,junction Wentworth Avenue,629
435615.4401,387102.6522,ARUNDEL GATE,opp Surrey Street,630
433509.1981,391619.3993,HEATH ROAD,jct Maidstone Road,631
433910.1719,385169.365599999,CHERRY TREE ROAD,Adj no71,632
435175.2775,388709.6022,WOODSIDE LANE,Approx 50m North of jct Rutland Street,634
436304.4634,391715.331800001,OSWESTRY ROAD,junction Barnsley Road,635
430016.8375,385834.1753,HALLAMSHIRE DRIVE,jct Hallamshire Rd,636
440455.9836,385393.5614,RAVENSCROFT ROAD,opp 75,637
436214.4438,392641.216800001,HARTLEY BROOK AVENUE,opp No 147,638
430617.7211,379633.0504,OLDWELL CLOSE,o/s 5,639
434686.3866,382719.247,OSMASTON ROAD,o/s 5,640
433236.9214,385690.8763,HUNTER HOUSE ROAD,Jnct Junction Road,642
428935.2422,381926.3939,SHEEPHILL ROAD,Hathersage Road Jn,643
430602.1709,386103.5682,STUMPERLOWE VIEW,jct Stumperlowe Croft,644
431243.8263,389946.3882,AUSTIN CLOSE,Woodstock Road Jn,645
433761.8927,388787.9298,WHITEHOUSE LANE,JctTennyson Road,646
434891.7299,380594.955,LOWEDGES DRIVE,Half Way Down the Hill,647
432102.9617,386053.012700001,RIVERDALE ROAD,Opp Jct Graham Road,649
432350.0167,383936.228599999,SILVERDALE CLOSE,o/s 11,650
438131.5689,386160.282,RAYNALD ROAD,o/s No 75,651
433992.6637,385841.203299999,PORTER BROOK VIEW,End of cul-de-sac,652
433753.829,397719.3432,WESTWOOD ROAD,Jct Wortley Road,654
438108.0128,384175.1602,DURLSTONE CRESCENT,Opposite number 3,655
433305.1493,387351.970799999,RESERVOIR ROAD,o/s 3 on the corner,656
437450.7165,386819.653200001,SOUTHEND ROAD,outside 101,657
431913.0037,390561.902000001,STOUR LANE,Luke Lane Jn,660
438974.4533,383287.6642,JAUNTY PLACE,ON CORNER O/S 14,662
427385.5994,396240.466499999,NEW MILL BANK,OPPOSITE RACE LANE,663
437175.0759,387146.7796,SAUNDERS ROAD,"o/s 2, next to BT cabinet",664
434369.0507,384516.4925,MARDEN ROAD,Opp no 6,665
433916.8174,385170.145400001,MEADOW BANK ROAD,Nr Jct Cherry Tree Road,666
435205.372,392905.441199999,WHEATA ROAD,Opp no6/8,667
430405.7983,393080.801000001,POPLAR CLOSE,Opp No. 6 - side of garages,668
436255.0095,385571.760399999,PARK SPRING DRIVE,top of grass banking in front of No 44,669
432831.52,393976.874500001,HILL TOP LANE,Jct Top Side,670
432452.4203,388371.7589,WALLER ROAD,o/s 45,672
440204.0393,390635.351,INGFIELD AVENUE,o/s community centre,673
436858.6799,384723.2633,DARESBURY VIEW,TOP OF ROAD,675
434854.1159,383860.1504,COCKAYNE PLACE,Opp 89,676
431169.0766,387065.043,COLDWELL LANE,jct Moorbank Drive,677
426702.29,398325.569700001,RUNDLE ROAD,opp no 22,679
430514.6496,381110.727399999,DRURY LANE,junction Townhead Road,680
432649.0073,380290.532199999,BRADWAY DRIVE,o/s Sir Harold Jackson School,681
432830.242,393976.7545,HILL TOP LANE,Jct Top Side,682
431545.8429,386962.632300001,RINGSTEAD CRESCENT,outside 93,683
432648.7765,392532.7379,HIRST COMMON LANE,junction with Midhurst Road,684
430009.5819,388173.345699999,BARTLETT CLOSE,opp No 5,686
431603.2038,379857.3062,GREEN OAK ROAD,o/s 1,687
433988.9534,386806.756899999,DORSET STREET,junc Gloucester Street - near playground,690
433196.9823,389780.9156,PROCTOR PLACE,Adj Post Office,691
439056.0134,385565.472200001,WOODTHORPE CRESCENT,"on grass at top, middle of road opposite 23",692
435148.9263,396749.500800001,BACKFIELD RISE,o/s 1,694
440851.3013,382005.3013,RIBBLESDALE DRIVE,opp No 5,695
442116.6791,384894.0944,REVILL LANE,opp No 9 (o/s sub station),697
431492.4973,379614.355699999,ALDAM ROAD,opp 87,698
429830.0539,385689.466700001,HALLAMSHIRE CLOSE,Opp no 3,699
435123.2265,390049.4487,STANDISH DRIVE,outside 19,700
443389.296,381635.3072,SHORTBROOK BANK,junction Shortbrook Drive,701
439969.5909,383416.3474,BIRCHVALE ROAD,Brackenfield Grove jct,703
436536.2733,392553.471899999,CHAMPION ROAD,Outside School,704
435282.7931,384644.7358,SHIREBROOK ROAD,o/s 169,707
428641.6438,397807.957900001,HILLCREST ROAD,junction Hillcrest Rise,708
430670.7863,388500.222200001,OLDFIELD CLOSE,Opp 22 - in grass verge,709
439453.4006,385749.0997,WAINWRIGHT CRESCENT,Jct Spinkhill Avenue,710
426953.9787,398234.9756,VICTORIA ROAD,side of chippy,711
432758.914,387309.2631,ARRAN ROAD,opp No 5 at bottom,712
433120.5424,382746.079299999,DOBCROFT AVENUE,o/s 126 Abbeydale Road South,713
432213.7093,390245.522600001,LAIRD AVENUE,junction Ben Lane,714
435984.0521,384371.9639,CARFIELD AVENUE,jct Meersbrook Rd,715
434620.22,396119.1313,BURNS DRIVE,opp 9,716
438937.5484,384122.225400001,FRITH CLOSE,opp 12,717
431001.7183,388608.031300001,STANNINGTON ROAD,Adj no570 Stannington Road,719
439527.4166,387248.2305,HANDSWORTH AVENUE,o/s 117,720
427768.096,398244.9428,HOWSON ROAD,bottom of road,721
431293.4368,388499.712300001,DEER PARK CLOSE,Jct Stannington Road,722
434776.1094,387144.9901,WEST HILL LANE,Adj car park,723
432533.024,388464.5824,LINAKER ROAD,outside 33 Opp Bellhagg Road,724
439926.4363,387570.0484,HIGH HAZELS MEAD,Adj YE sub-station,726
432594.2106,384822.9748,TULLIBARDINE ROAD,Jct Gisborne Road,727
433467.8738,380989.482100001,WESTWICK CRESCENT,outside 162,729
441260.718,385198.507300001,SEVERNSIDE DRIVE,Opp no23,730
437262.5477,393375.036800001,BELLHOUSE ROAD,Jct Butterthwaite Crescent,731
432419.168,387473.0262,TRUSWELL ROAD,outside 30,732
439016.3382,384894.874199999,GLENMORE CROFT,Head of Cul de Sac [inbetween 8 - 3],734
433755.0081,387068.312000001,TREE ROOT WALK,20m East of jct Wellesley Road,735
437673.7289,391526.136,TENTERDEN ROAD,jcn Leedham Road,736
430011.3298,388834.456499999,ACORN DRIVE,opp jct Spoon Glade,737
438894.1464,391493.4254,EVESHAM CLOSE,Turning area by houses,738
435231.8881,386619.330600001,EYRE STREET,o/s Fire Station,739
433303.8466,388157.5802,SLINN STREET,"o/s 5,  jct Heavygate Road",740
441633.6834,383111.4947,GRASSINGTON DRIVE,Outside 6,742
434911.3367,384426.4683,BURCOT ROAD,Junction with Beeton Road - o/s 80,743
431397.1597,388463.232799999,LIBERTY HILL,50 yards away from the flats,744
435072.5523,382981.2919,HELMTON ROAD,opp 81,745
431818.639,391164.2096,QUEENSWOOD ROAD,o/s 27,748
428763.3821,397801.979599999,WILSON ROAD,opp 2,749
431345.1993,382905.163699999,WHIRLOW GRANGE AVENUE,o/s no 14,750
438729.88,390730.1339,HAYLAND STREET,outside unit ( Aspire Acheive and Advance ),752
435413.0569,389505.1545,SHIRECLIFFE LANE,outside 92,754
430760.6987,386919.184699999,BURNT STONES CLOSE,Opp 13,755
427086.3119,398133.864600001,MARSDEN ROAD,Jct Sheldon Road,756
429691.9491,385475.288000001,MOORCROFT CLOSE,Jct Moorcroft Avenue,757
435516.1366,385201.5364,RICHARDS ROAD,nr jct Anns Road (entrance Heeley City Farm) - bin 2 of 2,759
433128.6308,385104.2842,CHELSEA COURT,Jct Chelsea Road,760
442100.1807,382795.0952,EDENTHORPE GROVE,o/s 12,761
441256.7604,386465.6546,MEDLOCK DRIVE,Opp no48,762
433253.6094,383636.3444,HASTINGS MOUNT,outside 6,763
428751.5917,395976.642100001,MORE HALL LANE,o/s Brambledene,764
430103.9631,385400.7194,BROOKLANDS CRESCENT,o/s 90,765
444734.824,382410.315400001,MEADOW GATE AVENUE,opp Mill Meadow Gardens jct,766
434564.7802,383622.9583,TADCASTER ROAD,next to No 3,768
438647.6438,384716.2653,FOXWOOD ROAD,junction of Sharrard Grove,769
434349.2214,383661.2873,SMITHY WOOD CRESCENT,Jct Ledstone Road,770
431926.9461,391064.898,QUEENSWOOD DRIVE,Opp 70,771
436065.3484,381034.079299999,HAZLEBARROW CRESCENT,Front of flats 72-88,772
442261.1078,381222.215500001,NEW SCHOOL ROAD,Opp 60,774
431561.154,389898.661900001,STUDFIELD HILL,o/s 111,775
434342.6501,381330.0746,ALLENBY DRIVE,Adj no25,776
436194.6887,390005.371300001,CRABTREE CLOSE,junction Crabtree Avenue,778
442297.0315,382686.396400001,LUNDWOOD GROVE,o/s 57,779
433609.491,392130.0831,BROWNING ROAD,Jct Browning Close,781
430923.1924,379958.577199999,THE GREEN,o/s 3,782
433292.5096,384377.462300001,CHARNLEY AVENUE,o/s 80 at bottom of cul de sac,783
431889.6702,383096.608899999,LITTLE COMMON LANE,o/s Trent Palliative Care Centre,784
431767.5361,384898.043299999,HIGHCLIFFE ROAD,opp 109,785
432984.1938,387372.065099999,COOMBE ROAD,junction Coombe Place,786
442351.9766,384739.728599999,MEETINGHOUSE CROFT,Jct Beighton Road,787
437752.6507,391273.2884,HONEYSUCKLE ROAD,outside 157 - on junction with Hyacinth Road,789
436060.3107,385162.287599999,THORNBOROUGH ROAD,Thornborough Road at the junction with Madhurst Road,790
430634.203,393679.7995,BEDFORD ROAD,Opp 13,791
434281.9994,383246.9959,FRASER CRESCENT,Jct of Fraser Rd,792
434281.0017,382852.818700001,MOOR VIEW ROAD,Near to 90,793
432024.2378,382494.801200001,WHIRLOW PARK ROAD,opp 13,795
437771.5071,384424.5888,LOOSEMORE DRIVE,Opp No 35,796
433542.8297,389339.092,HAMMERTON ROAD,Near to Police Station,797
435234.271,380826.6587,CHESTERFIELD ROAD SOUTH,Outbound at Bus Stop - Near Subway to Lowedges Road,798
436076.4297,390909.942399999,LONGLEY HALL WAY,Adj Flats no21-37,799
439203.0723,387689.4442,STATION ROAD,Opp 104,800
430755.158,393390.262399999,FORGE LANE,junction Low Road,801
433805.0968,387075.9998,TREE ROOT WALK,Entrance to Jessop Wing car park,805
426737.7108,397779.1961,CEDAR ROAD,Opp jct with Cedar Close [o/s 1],806
435199.9138,386230.072000001,CLOUGH ROAD,Jct Bramall Lane,807
435997.1287,386184.695,PARK GRANGE ROAD,opp Jct Norfolk Park Road,808
430721.312,392098.912,TOWNGATE ROAD,Outside No.1 Towngate road,810
431743.9799,380313.2557,MILL DALE ROAD,o/s 1,811
433981.4174,389220.6559,CUTHBERT BANK ROAD,End of guard rail,812
436660.312,385382.2347,SAMUEL ROAD,Jct Park Grange Road,815
435451.6602,384216.2784,BISHOPSCOURT ROAD,o/s 11,816
433054.6973,383879.104900001,STOWE AVENUE,opp 172 Springfield Road [jcn of Springfield Rd/Stowe Avenue],817
432231.3125,389591.809699999,WISEWOOD ROAD,Hallowmoor Road Jn,818
438462.1134,391238.738299999,RIDGE VIEW DRIVE,o/s 43,819
432611.8468,387201.044,LYDGATE LANE,opp 137,820
438059.1608,383476.540200001,GLEADLESS ROAD,Nr 793b in car park,821
435653.0706,391182.224400001,ST LEONARDS COURT,o/s 8,822
438802.0161,391287.8642,JULIAN ROAD,Roman Ridge Road ind Estate - o/s Unit 18 - side of Brook Bakery - near Jct Julian Way,823
434639.6536,381657.001,MEADOW HEAD DRIVE,Jct Greenhill Avenue,824
435201.8761,396902.3171,BACKFIELD RISE,o/s 40,825
437775.1762,383322.054400001,RAEBURN ROAD,jct Leighton Road,826
435640.67,387368.966,ESPERANTO PLACE,Located in the Cul De Sac end on Esperanto Place.,827
434719.8039,382858.327099999,FRASER CRESCENT,on grass next to No 6 near junction of Fraser Road,828
434740.2681,384197.0239,DERBYSHIRE LANE,Opp no30,829
430801.0583,386595.127499999,HALLAM CHASE,in cul de sac,830
434694.4833,384921.9464,AVENUE ROAD,outside number 2,831
441716.1093,383652.649800001,CARTER LODGE DRIVE,Adj L/col 4,832
433762.5935,388081.1121,SPRINGVALE ROAD,o/s 162,833
433405.5494,386391.4158,SOUTHBOURNE ROAD,o/s No 5 near Jct Clarkehouse Road,834
433408.1878,388946.7743,WALKLEY LANE,on bad bend [below Hammerton Close],838
436988.6138,382916.3105,IRONSIDE ROAD,opp 25/27,839
440022.483,385720.557800001,PICKARD DRIVE,Adj flat no38-54,840
437828.6372,391206.2776,DAFFODIL ROAD,outside 116,841
433326.2319,384292.5266,KNAB RISE,jct Knab Road,842
432670.329,380372.7086,ST QUENTIN RISE,Jct St Quentin Drive,844
429769.3867,394161.421700001,GREEN LANE,Storth Lane Jn,845
431670.871,379838.271600001,MICKLEY LANE,outside Shepley Spitfire pub,848
438583.7116,391638.084000001,PRESTWICH STREET,Jct Vauxhall Road,849
428704.9906,388901.217399999,BROOKSIDE LANE,Outside Brookside Farm,850
432133.9301,385114.271400001,HIGH STORRS CRESCENT,opp 45,851
440786.6188,382844.4311,ARDSLEY DRIVE,o/s 12,852
433238.2324,397572.9551,ASHWOOD ROAD,Jct Renshaw Close,853
431164.146,381084.275,GILLEYFIELD AVENUE,Devonshire Road Jn,855
437902.2491,385166.8763,EASTERN AVENUE,o/s driving centre,856
433720.2964,388754.749299999,WHITEHOUSE ROAD,Jct Whitehouse Lane,857
439500.6861,384196.674000001,BIRLEY VALE AVENUE,Nr New Houses @ Jct Birley Moor Road,858
435265.2064,381473.783500001,LITTLE NORTON WAY,side of garages,859
442668.5375,382454.852600001,GALLEY DRIVE,opp 43 - jct Hill Top Crescent,861
436258.0602,385960.249199999,CUTLERS COURT,Bay adjacent to footway on approach to Park Grange House,862
427409.1061,398161.9165,KNOLL CLOSE,Opposite No 2,863
433311.0363,387593.1818,RAMSEY ROAD,Jct School Road,864
433776.4864,384145.628699999,ARCHER LANE,Jct Swaledale Rd,865
432056.4183,379969.993899999,LONGFORD ROAD,o/s 8,866
426361.1423,398567.7004,RIDAL CLOSE,"bottom of ramp leading to flats, o/s 40",867
433961.7365,387134.1932,NORTHUMBERLAND ROAD,Opp Jct Palmerston Road - O/S 14A,869
436986.8411,391781.572899999,PAVILION WAY,car park close to Bellhouse Road playing fields,870
437926.2422,390476.126599999,SKELWITH DRIVE,Outside 19,872
428142.2899,397585.171599999,ST MARGARET AVENUE,o/s Deepcar St John's Junior School,873
432231.8567,385503.9098,GREYSTONES HALL ROAD,"o/s 59, jct Bingham Park Road",875
434427.4835,381664.298900001,HUMPHREY ROAD,Outside No 8,876
438370.9396,387136.622500001,GREENWOOD CRESCENT,opp 42,877
435594.5884,384698.8803,KENT ROAD,Junction with Nicolson Road,879
431275.3472,389033.8894,MARCHWOOD ROAD,o/s 112,880
433346.9435,383695.9274,HELSTON RISE,o/s 98 Springfield Road,881
434937.6137,396838.1954,MALHAM PLACE,opp 25,882
432299.1611,380531.223300001,ROSAMOND DRIVE,o/s 26,883
432446.3932,386614.172,SHORE LANE,Masonic Hall,884
434007.546,397534.416200001,ANGRAM ROAD,in cul-de-sac outside 24,886
433532.4821,387974.332699999,SPRINGVALE ROAD,opp 208,887
435612.9996,386828.000800001,PATERNOSTER ROW,Near Student Union Building,888
439153.3134,384221.956800001,HOLLINDALE DRIVE,o/s 25,889
443125.487,380884.872,STREETFIELDS,20m from jct Auckland Way,890
436967.391,392340.6229,FIRCROFT AVENUE,Adj no56,891
434082.1968,397859.993000001,DOWLAND AVENUE,Jct Dowland Gardens,892
436350.8913,387281.121099999,HYDE PARK TERRACE,opp No 25,893
431439.3991,380720.679,VERNON ROAD,Top of Road,894
430606.3429,393187.3605,CHURCH CLOSE,opp 24,895
435234.3122,383344.478,NORTON LEES CRESCENT,junction with Derbyshire Lane,896
432804.1134,389494.117699999,HARRISON ROAD,s/o 8 ( jct Harrison road,898
434205.5677,383151.4132,PERIWOOD DRIVE,Opp 1,900
435374.7421,384830.012800001,SPRINGWOOD ROAD,Opp Barton Road Jct,901
443930.8563,383915.094599999,ROSEMARY ROAD,Jct Lime Street,902
427251.04,398140.3727,RECTORY CLOSE,In turning head of c.d.s. near No. 23,903
430677.9925,393613.4585,NEWSTEAD AVENUE,Opp 6,905
433716.0914,387254.6687,NORTHUMBERLAND ROAD,20m West from jct Whitham Road,907
438935.7015,388195.8993,DARNALL ROAD,Jct Barnardiston Road,908
438485.7685,391865.108999999,FIFE WAY,fife street junction,909
434272.9381,388034.785399999,MARTIN STREET,"Side of The White Rails PH - opp the  ""Martin"" block of Flats",911
436712.6764,389323.1066,CARWOOD CLOSE,side 1 to 6,912
435300.3469,393986.401799999,STOCKS HILL,Approx 20m from jct Yew Lane,913
434072.5171,380696.486,BECKET ROAD,opp 115 Atlantic Road,914
431881.8374,379808.2502,WOLLATON ROAD,o/s 100,915
433556.6236,387476.335200001,HARCOURT CRESCENT,Jct Harcourt Road,916
